Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,status.status,status.service,latitude,longitude,altitude,position_covariance_0,position_covariance_1,position_covariance_2,position_covariance_3,position_covariance_4,position_covariance_5,position_covariance_6,position_covariance_7,position_covariance_8,position_covariance_type
1615423047.015,0,1615423047,15000105,/vehicle_frd,0,0,32.882983017919265,-117.11779402760946,147.6853620823091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615423047.035,0,1615423047,35000086,/vehicle_frd,0,0,32.882983017919265,-117.11779402760946,147.6853620823091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615423047.055,0,1615423047,55000067,/vehicle_frd,0,0,32.882983017918384,-117.11779402760925,147.68536198230908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615423047.075,0,1615423047,75000048,/vehicle_frd,0,0,32.882983017918384,-117.11779402760925,147.68536198230908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615423047.095,0,1615423047,95000029,/vehicle_frd,0,0,32.882983017918384,-117.11779402760925,147.68536198230908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615423047.115,0,1615423047,115000010,/vehicle_frd,0,0,32.882983017918384,-117.11779402760925,147.68536198230908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615423047.135,0,1615423047,134999990,/vehicle_frd,0,0,32.882983017918384,-117.11779402760925,147.68536198230908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615423047.155,0,1615423047,154999971,/vehicle_frd,0,0,32.882983017918384,-117.11779402760925,147.68536198230908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615423047.175,0,1615423047,174999952,/vehicle_frd,0,0,32.882983017918384,-117.11779402760925,147.68536198230908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615423047.195,0,1615423047,194999933,/vehicle_frd,0,0,32.882983017918384,-117.11779402760925,147.68536198230908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615423047.215,0,1615423047,214999914,/vehicle_frd,0,0,32.882983017918384,-117.11779402760925,147.68536198230908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615423047.235,0,1615423047,234999895,/vehicle_frd,0,0,32.882983017918384,-117.11779402760925,147.68536198230908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615423047.255,0,1615423047,255000114,/vehicle_frd,0,0,32.882983017918384,-117.11779402760925,147.68536198230908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615423047.275,0,1615423047,275000095,/vehicle_frd,0,0,32.8829830179175,-117.11779402760904,147.68536188230908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615423047.295,0,1615423047,295000076,/vehicle_frd,0,0,32.8829830179175,-117.11779402760904,147.68536188230908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615423047.315,0,1615423047,315000057,/vehicle_frd,0,0,32.8829830179175,-117.11779402760904,147.68536188230908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
