Time,x,y,z
1615413766.76116,0.10000000149011612,-235.0,-185.0
1615413766.7611933,-0.10000000149011612,-294.0,-185.0
1615413766.7612045,0.10000000149011612,-294.0,-185.0
1615413766.7612147,0.0,-294.0,-185.0
1615413766.761225,0.0,-294.0,-185.0
1615413766.761235,0.20000000298023224,-235.0,-277.0
1615413766.7612457,0.10000000149011612,-235.0,-277.0
1615413766.761256,0.10000000149011612,-294.0,-277.0
1615413766.7612665,-0.10000000149011612,-294.0,-277.0
1615413766.7612767,0.0,-294.0,-277.0
1615413766.761287,0.10000000149011612,-294.0,-277.0
1615413766.7612967,-0.10000000149011612,-234.0,-277.0
1615413766.761307,0.10000000149011612,-234.0,-277.0
1615413766.761319,0.10000000149011612,-175.0,-277.0
1615413766.7613328,0.10000000149011612,-177.0,-93.0
1615413766.7613428,0.10000000149011612,-177.0,-93.0
1615413766.7613528,0.0,-177.0,-185.0
1615413766.7613626,0.10000000149011612,-177.0,-185.0
1615413766.7613726,0.0,-177.0,-185.0
1615413766.7613826,-0.10000000149011612,-177.0,-185.0
1615413766.7613924,0.0,-177.0,-185.0
1615413766.7614024,0.20000000298023224,-177.0,-185.0
1615413766.7614121,0.0,-177.0,-185.0
1615413766.761422,0.0,-177.0,-185.0
1615413766.761432,0.10000000149011612,-177.0,-185.0
1615413766.761442,0.0,-177.0,-185.0
1615413766.761452,0.0,-177.0,-277.0
1615413766.761462,0.0,-177.0,-277.0
1615413766.761472,0.0,-235.0,-185.0
1615413766.7614818,0.0,-235.0,-185.0
1615413766.7614918,0.0,-235.0,-185.0
1615413766.7615018,0.0,-235.0,-185.0
1615413766.7615118,0.10000000149011612,-235.0,-185.0
1615413766.7615216,0.0,-235.0,-185.0
1615413766.7615318,0.0,-235.0,-93.0
1615413766.7615416,-0.10000000149011612,-235.0,-93.0
1615413766.7615516,0.0,-235.0,-185.0
1615413766.7615614,0.0,-235.0,-185.0
1615413766.761572,0.0,-235.0,-185.0
1615413766.7615817,0.20000000298023224,-235.0,-185.0
1615413766.7615914,0.0,-235.0,-185.0
1615413766.761603,-0.10000000149011612,-235.0,-185.0
1615413766.7616181,0.0,-235.0,-185.0
1615413766.7616324,-0.10000000149011612,-235.0,-277.0
1615413766.7616467,-0.20000000298023224,-235.0,-277.0
1615413766.7616608,0.0,-177.0,-277.0
1615413766.7616754,0.0,-177.0,-277.0
1615413766.7870674,0.0,-177.0,-185.0
1615413766.792063,-0.10000000149011612,-177.0,-185.0
1615413766.8126347,0.10000000149011612,-177.0,-185.0
1615413766.8332424,-0.10000000149011612,-177.0,-185.0
1615413766.8536038,-0.10000000149011612,-118.0,-185.0
1615413766.8740516,0.0,-118.0,-185.0
1615413766.8947802,-0.10000000149011612,-177.0,-185.0
1615413766.9158351,0.20000000298023224,-177.0,-185.0
1615413766.936767,-0.10000000149011612,-294.0,-93.0
1615413766.9571404,0.10000000149011612,-294.0,-93.0
1615413766.977254,0.0,-294.0,-185.0
1615413766.9977188,0.4000000059604645,-294.0,-185.0
1615413767.0181715,-0.10000000149011612,-175.0,-185.0
1615413767.0387228,0.0,-175.0,-185.0
1615413767.0747554,0.0,-175.0,-185.0
1615413767.0797698,0.10000000149011612,-175.0,-185.0
1615413767.1003587,0.0,-118.0,-185.0
1615413767.1207592,0.0,-118.0,-185.0
1615413767.1415007,0.10000000149011612,-175.0,-277.0
1615413767.1621828,-0.10000000149011612,-175.0,-277.0
1615413767.1829557,0.10000000149011612,-175.0,-277.0
1615413767.20391,-0.10000000149011612,-175.0,-277.0
1615413767.2251093,0.0,-175.0,-277.0
1615413767.2500796,-0.10000000149011612,-175.0,-277.0
1615413767.2653897,0.10000000149011612,-175.0,-277.0
1615413767.2859037,0.20000000298023224,-177.0,-185.0
1615413767.3065112,0.0,-177.0,-185.0
1615413767.3270032,0.0,-235.0,-185.0
1615413767.3474944,-0.10000000149011612,-235.0,-185.0
1615413767.3679879,0.0,-235.0,-185.0
1615413767.3890336,-0.10000000149011612,-235.0,-185.0
1615413767.4090955,0.0,-235.0,-185.0
1615413767.435057,-0.10000000149011612,-235.0,-185.0
1615413767.4564579,0.10000000149011612,-235.0,-185.0
1615413767.4772935,-0.20000000298023224,-235.0,-185.0
1615413767.4977448,0.0,-235.0,-185.0
1615413767.5182033,-0.10000000149011612,-235.0,-185.0
1615413767.5387151,0.10000000149011612,-235.0,-185.0
1615413767.5752478,0.0,-235.0,-185.0
1615413767.582423,-0.10000000149011612,-235.0,-185.0
1615413767.598067,0.0,-235.0,-185.0
1615413767.6189203,0.0,-235.0,-185.0
1615413767.6397038,0.10000000149011612,-235.0,-185.0
1615413767.6577613,0.20000000298023224,-235.0,-185.0
1615413767.678604,0.0,-235.0,-185.0
1615413767.6989014,0.0,-235.0,-277.0
1615413767.7197058,-0.10000000149011612,-235.0,-277.0
1615413767.7470107,-0.10000000149011612,-235.0,-277.0
1615413767.763869,0.0,-177.0,-277.0
1615413767.7842271,0.0,-177.0,-277.0
1615413767.8054197,-0.10000000149011612,-235.0,-277.0
1615413767.8225706,0.0,-235.0,-277.0
1615413767.8421147,0.0,-235.0,-93.0
1615413767.862456,0.20000000298023224,-235.0,-93.0
1615413767.8829887,0.10000000149011612,-235.0,-93.0
1615413767.9034467,0.0,-235.0,-93.0
1615413767.9293036,0.0,-235.0,-185.0
1615413767.9500492,0.0,-235.0,-185.0
1615413767.970661,-0.10000000149011612,-294.0,-185.0
1615413767.9912076,0.0,-294.0,-185.0
1615413768.0216708,0.0,-294.0,-185.0
