Time,data
1615421101.3334079,5
1615421101.3432035,5
1615421101.3637516,5
1615421101.3843424,5
1615421101.405642,5
1615421101.42617,5
1615421101.447027,5
1615421101.4666896,5
1615421101.4872437,5
1615421101.512786,5
1615421101.528016,5
1615421101.5537953,5
1615421101.5690033,5
1615421101.5894365,5
1615421101.6150277,5
1615421101.6353369,5
1615421101.65666,5
1615421101.6768415,5
1615421101.6976926,5
1615421101.7229602,5
1615421101.743698,5
1615421101.7587447,5
1615421101.7844892,5
1615421101.805103,5
1615421101.8255513,5
1615421101.8459587,5
1615421101.8665018,5
1615421101.887049,5
1615421101.9077528,5
1615421101.9284902,5
1615421101.9488034,5
1615421101.9697428,5
1615421101.990303,5
1615421102.0104806,5
1615421102.0359595,5
1615421102.0616198,5
1615421102.076936,5
1615421102.0974329,5
1615421102.1179159,5
1615421102.1383224,5
1615421102.1588454,5
1615421102.1799777,5
1615421102.2004738,5
1615421102.2267537,5
1615421102.2419336,5
1615421102.2626622,5
1615421102.2824388,5
1615421102.3030655,5
1615421102.3235085,5
1615421102.3439531,5
1615421102.3695602,5
1615421102.3900337,5
1615421102.4104733,5
1615421102.431414,5
1615421102.4520955,5
1615421102.4726555,5
1615421102.4931107,5
1615421102.5135264,5
1615421102.5341516,5
1615421102.5546157,5
1615421102.5697055,5
1615421102.5954173,5
1615421102.615991,5
1615421102.6311882,5
1615421102.6569982,5
1615421102.6775146,5
1615421102.6983154,5
1615421102.7188597,5
1615421102.739556,5
1615421102.7603498,5
1615421102.7812507,5
1615421102.8017495,5
1615421102.8220053,5
1615421102.84258,5
1615421103.000166,5
1615421103.0001876,5
1615421103.0002043,5
1615421103.0002205,5
1615421103.0002365,5
1615421103.0002518,5
1615421103.0002675,5
1615421103.0084126,5
1615421103.02899,5
1615421103.05004,5
1615421103.070589,5
1615421103.091085,5
1615421103.1118565,5
1615421103.1380541,5
1615421103.158776,5
1615421103.1740224,5
1615421103.1999733,5
1615421103.220777,5
1615421103.2415445,5
1615421103.2620842,5
1615421103.2826242,5
1615421103.303384,5
1615421103.3447695,5
1615421103.365723,5
1615421103.3799558,5
1615421103.40569,5
1615421103.4210227,5
1615421103.4413776,5
1615421103.4618504,5
1615421103.4874983,5
1615421103.5080593,5
1615421103.5285165,5
1615421103.5491166,5
1615421103.5700688,5
1615421103.590833,5
1615421103.6115513,5
1615421103.6324527,5
1615421103.652928,5
1615421103.673611,5
1615421103.6943843,5
1615421103.7201931,5
1615421103.7410827,5
1615421103.7619567,5
1615421103.782727,5
1615421103.8034556,5
1615421103.8241136,5
1615421103.8442347,5
1615421103.8653789,5
1615421103.8858457,5
1615421103.9063356,5
1615421103.9268322,5
1615421103.9418447,5
1615421103.9680183,5
1615421103.9877732,5
1615421104.0134125,5
1615421104.0337965,5
1615421104.0542946,5
1615421104.0695097,5
1615421104.090169,5
1615421104.1103344,5
1615421104.1308372,5
1615421104.1565871,5
1615421104.1769743,5
1615421104.19742,5
1615421104.2229443,5
1615421104.3676906,5
1615421104.3880453,5
1615421104.4084961,5
1615421104.429679,5
1615421104.4501987,5
1615421104.470964,5
1615421104.491461,5
1615421104.511691,5
1615421104.532233,5
1615421104.5528097,5
1615421104.5732934,5
1615421104.593737,5
1615421104.6141148,5
1615421104.6346567,5
1615421104.6552393,5
1615421104.676457,5
1615421104.6971474,5
1615421104.7181954,5
1615421104.738853,5
1615421104.7600226,5
1615421104.7795267,5
1615421104.7999775,5
1615421104.8203723,5
1615421104.8409383,5
1615421104.8614376,5
1615421104.8819716,5
1615421104.9023163,5
1615421104.927983,5
1615421104.948487,5
1615421104.9691086,5
1615421104.9895933,5
1615421105.0101125,5
1615421105.0306735,5
1615421105.0511732,5
1615421105.0714905,5
1615421105.0969994,5
1615421105.117528,5
1615421105.1379507,5
1615421105.158365,5
1615421105.1788862,5
1615421105.2000844,5
1615421105.220537,5
1615421105.2409418,5
1615421105.2618823,5
1615421105.2876835,5
1615421105.307766,5
1615421105.3281498,5
1615421105.348688,5
1615421105.369142,5
1615421105.3897052,5
1615421105.4101732,5
1615421105.4305456,5
1615421105.4519606,5
1615421105.4729304,5
1615421105.493284,5
1615421105.5131238,5
1615421105.5334837,5
1615421105.554188,5
1615421105.5744882,5
1615421105.5951505,5
1615421105.6155279,5
1615421105.6359718,5
1615421105.656518,5
1615421105.6769962,5
1615421105.6974587,5
1615421105.7230713,5
1615421105.7437177,5
1615421105.7593088,5
1615421105.7802117,5
1615421105.8009286,5
1615421105.821806,5
1615421105.8418412,5
1615421105.86231,5
1615421105.8881264,5
1615421105.903299,5
1615421105.929099,5
1615421105.9496312,5
1615421105.9701104,5
1615421105.9906611,5
1615421106.0112689,5
1615421106.0324664,5
1615421106.0530486,5
1615421106.0736897,5
1615421106.0937846,5
1615421106.1142466,5
1615421106.1347864,5
1615421106.1553237,5
1615421106.1757197,5
1615421106.1960623,5
1615421106.2165997,5
1615421106.2369323,5
1615421106.2573655,5
1615421106.2779608,5
1615421106.298655,5
1615421106.3195283,5
1615421106.3399332,5
1615421106.361156,5
1615421106.3810575,5
1615421106.4063451,5
1615421106.4217052,5
1615421106.4472694,5
1615421106.4678094,5
1615421106.488287,5
1615421106.5088556,5
1615421106.5292783,5
1615421106.5505793,5
1615421106.5715275,5
1615421106.5920541,5
1615421106.6125863,5
1615421106.6331992,5
1615421106.6533067,5
1615421106.6737812,5
1615421106.6943176,5
1615421106.7200873,5
1615421106.7354035,5
1615421106.7558744,5
1615421106.7760684,5
1615421106.8019266,5
1615421106.8224292,5
1615421106.837669,5
1615421106.8583071,5
1615421106.8841681,5
1615421106.9046159,5
1615421106.9250517,5
1615421106.945613,5
1615421106.9712627,5
1615421106.986405,5
1615421107.007009,5
1615421107.0274785,5
1615421107.0532594,5
1615421107.0736065,5
1615421107.0888486,5
1615421107.1146233,5
1615421107.1351726,5
1615421107.150512,5
1615421107.1763277,5
1615421107.1915925,5
1615421107.2172115,5
1615421107.2322965,5
1615421107.2580214,5
1615421107.2784684,5
1615421107.299168,5
1615421107.3244808,5
1615421107.3403702,5
1615421107.361272,5
1615421107.381728,5
1615421107.4022458,5
1615421107.422877,5
1615421107.44819,5
1615421107.4634867,5
1615421107.4890282,5
1615421107.5093594,5
1615421107.5298223,5
1615421107.5502965,5
1615421107.5707247,5
1615421107.5918205,5
1615421107.6123786,5
1615421107.6332061,5
1615421107.6538486,5
1615421107.6744394,5
1615421107.6901643,5
1615421107.7151585,5
1615421107.7355258,5
1615421107.7509897,5
1615421107.7765064,5
1615421107.7969456,5
1615421107.8174193,5
1615421107.8378966,5
1615421107.8636076,5
1615421107.8789344,5
1615421107.8997517,5
1615421107.9204252,5
1615421107.9418507,5
1615421107.9614708,5
1615421107.9817543,5
1615421108.0023339,5
1615421108.0228515,5
1615421108.0432503,5
1615421108.0638916,5
1615421108.0895405,5
1615421108.109959,5
1615421108.130506,5
1615421108.1520529,5
1615421108.1726649,5
1615421108.1932096,5
1615421108.2137702,5
1615421108.2337985,5
1615421108.2541294,5
1615421108.2746072,5
1615421108.2950804,5
1615421108.3155088,5
1615421108.3368149,5
1615421108.3537586,5
1615421108.382129,5
1615421108.3987556,5
1615421108.419055,5
1615421108.4466963,5
1615421108.4618826,5
1615421108.4822135,5
1615421108.503101,5
1615421108.5234032,5
1615421108.5431745,5
1615421108.5682952,5
1615421108.5893996,5
1615421108.60997,5
1615421108.630456,5
1615421108.6511304,5
1615421108.671389,5
1615421108.691888,5
1615421108.7121935,5
1615421108.7325754,5
1615421108.7530792,5
1615421108.7735064,5
1615421108.7939777,5
1615421108.8144898,5
1615421108.8357012,5
1615421108.856625,5
1615421108.876619,5
1615421108.9028952,5
1615421108.9239483,5
1615421108.9441543,5
1615421108.9596455,5
