Time,x,y,z
1615425195.041781,0.0,-7400.0,-5120.0
1615425195.0418208,0.0,-7400.0,-5120.0
1615425195.0418344,0.10000000149011612,-7400.0,-5155.0
1615425195.0418463,0.10000000149011612,-7400.0,-5155.0
1615425195.0418584,-0.10000000149011612,-7400.0,-5155.0
1615425195.04187,0.0,-7400.0,-5155.0
1615425195.0418818,-0.30000001192092896,-7400.0,-5027.0
1615425195.0418937,0.0,-7400.0,-5027.0
1615425195.0419056,0.10000000149011612,-7400.0,-5120.0
1615425195.0419176,0.0,-7400.0,-5120.0
1615425195.0419295,0.0,-7400.0,-5120.0
1615425195.0419412,0.0,-7517.0,-5120.0
1615425195.0419533,0.20000000298023224,-7517.0,-5120.0
1615425195.041965,-0.6000000238418579,-7458.0,-5120.0
1615425195.041977,-0.10000000149011612,-7458.0,-5214.0
1615425195.0419888,0.0,-7464.0,-5214.0
1615425195.0420005,-0.10000000149011612,-7464.0,-5120.0
1615425195.0420125,0.0,-7464.0,-5120.0
1615425195.0420244,0.4000000059604645,-7464.0,-5063.0
1615425195.0420363,0.0,-7464.0,-5063.0
1615425195.0420492,0.0,-7464.0,-5063.0
1615425195.042061,0.0,-7464.0,-5063.0
1615425195.0420732,0.0,-7464.0,-5063.0
1615425195.042085,0.10000000149011612,-7464.0,-5063.0
1615425195.0420976,0.10000000149011612,-7405.0,-5155.0
1615425195.0421095,0.0,-7405.0,-5120.0
1615425195.0421216,0.0,-7400.0,-5120.0
1615425195.0421338,0.20000000298023224,-7400.0,-5120.0
1615425195.0421455,0.0,-7400.0,-5120.0
1615425195.0421572,0.20000000298023224,-7400.0,-5120.0
1615425195.0421693,0.0,-7400.0,-5120.0
1615425195.0421813,0.0,-7400.0,-5120.0
1615425195.0421932,0.10000000149011612,-7400.0,-5120.0
1615425195.042205,0.0,-7400.0,-5214.0
1615425195.042217,0.0,-7400.0,-5214.0
1615425195.0422294,0.30000001192092896,-7400.0,-5120.0
1615425195.0422416,0.0,-7400.0,-5120.0
1615425195.0422535,-0.20000000298023224,-7400.0,-5120.0
1615425195.0422657,-0.20000000298023224,-7400.0,-5120.0
1615425195.0422776,0.10000000149011612,-7400.0,-5120.0
1615425195.0422893,-0.4000000059604645,-7400.0,-5120.0
1615425195.042301,0.0,-7400.0,-5120.0
1615425195.0423129,0.0,-7400.0,-5155.0
1615425195.0423248,0.0,-7400.0,-5155.0
1615425195.0423367,-0.20000000298023224,-7400.0,-5027.0
1615425195.0423489,-0.20000000298023224,-7400.0,-5027.0
1615425195.0423608,0.0,-7400.0,-5027.0
1615425195.0423727,-0.30000001192092896,-7400.0,-5027.0
1615425195.0423844,0.0,-7400.0,-5120.0
1615425195.0423985,-0.10000000149011612,-7400.0,-5120.0
1615425195.0699136,0.0,-7347.0,-5120.0
1615425195.0699272,0.0,-7347.0,-5120.0
1615425195.0847323,-0.10000000149011612,-7400.0,-5120.0
1615425195.1051552,-0.20000000298023224,-7400.0,-5120.0
1615425195.125576,0.10000000149011612,-7400.0,-5120.0
1615425195.1461205,0.20000000298023224,-7400.0,-5120.0
1615425195.171679,0.0,-7400.0,-5120.0
1615425195.1868458,0.0,-7400.0,-5120.0
1615425195.2074354,0.0,-7400.0,-5120.0
1615425195.22796,0.0,-7576.0,-5120.0
1615425195.2482514,0.30000001192092896,-7576.0,-5120.0
1615425195.2739794,-0.20000000298023224,-7458.0,-5120.0
1615425195.2945113,-0.10000000149011612,-7458.0,-5027.0
1615425195.3149407,0.0,-7464.0,-5027.0
1615425195.3354845,0.0,-7464.0,-5027.0
1615425195.3558965,0.4000000059604645,-7464.0,-5027.0
1615425195.376415,0.10000000149011612,-7464.0,-5027.0
1615425195.401861,0.10000000149011612,-7405.0,-5027.0
1615425195.4172904,0.0,-7405.0,-5027.0
1615425195.4377685,-0.20000000298023224,-7400.0,-5027.0
1615425195.4683104,0.0,-7400.0,-5027.0
1615425195.4835637,0.0,-7400.0,-5027.0
1615425195.5040128,-0.10000000149011612,-7400.0,-5027.0
1615425195.5348496,0.30000001192092896,-7400.0,-5027.0
1615425195.5450366,-0.10000000149011612,-7400.0,-5027.0
1615425195.5654964,0.0,-7400.0,-5027.0
1615425195.5860274,-0.20000000298023224,-7400.0,-5120.0
1615425195.6066124,0.0,-7400.0,-5120.0
1615425195.6216576,0.10000000149011612,-7400.0,-5027.0
1615425195.6475172,0.0,-7400.0,-5027.0
1615425195.6678386,0.10000000149011612,-7400.0,-5120.0
1615425195.6882925,0.0,-7400.0,-5120.0
1615425195.7089596,0.0,-7400.0,-5027.0
1615425195.7292273,0.10000000149011612,-7400.0,-5027.0
1615425195.749594,0.0,-7347.0,-5027.0
1615425195.7700374,0.0,-7347.0,-5027.0
1615425195.7903063,0.0,-7405.0,-5027.0
1615425195.811021,0.0,-7405.0,-5120.0
1615425195.8367074,0.10000000149011612,-7347.0,-5120.0
1615425195.8571513,0.0,-7347.0,-5120.0
1615425195.8724651,-0.10000000149011612,-7405.0,-5120.0
1615425195.8927755,0.0,-7405.0,-5120.0
1615425195.925395,0.0,-7400.0,-5120.0
1615425195.935352,0.0,-7400.0,-5027.0
