Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,status.status,status.service,latitude,longitude,altitude,position_covariance_0,position_covariance_1,position_covariance_2,position_covariance_3,position_covariance_4,position_covariance_5,position_covariance_6,position_covariance_7,position_covariance_8,position_covariance_type
1615398000.032,0,1615398000,32000065,/vehicle_frd,0,0,32.88474909135891,-117.12291784498063,146.54567565439902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615398000.052,0,1615398000,52000046,/vehicle_frd,0,0,32.88474910382822,-117.122917773313,146.54135213239513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615398000.072,0,1615398000,72000027,/vehicle_frd,0,0,32.88474911225221,-117.12291765696158,146.54142619052283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615398000.092,0,1615398000,92000008,/vehicle_frd,0,0,32.88474912095928,-117.12291753970155,146.5415006485271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615398000.112,0,1615398000,111999989,/vehicle_frd,0,0,32.88474912980406,-117.12291742339396,146.54157430492802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615398000.132,0,1615398000,131999969,/vehicle_frd,0,0,32.88474913849701,-117.12291731176049,146.54164475991186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615398000.152,0,1615398000,151999950,/vehicle_frd,0,0,32.884749147530044,-117.12291719828812,146.54171708100998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615398000.172,0,1615398000,171999931,/vehicle_frd,0,0,32.8847491570616,-117.12291708111819,146.5417916564541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615398000.192,0,1615398000,191999912,/vehicle_frd,0,0,32.88474916738729,-117.12291695746944,146.5418701902514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615398000.212,0,1615398000,211999893,/vehicle_frd,0,0,32.88474917785771,-117.12291683477676,146.54194809919358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615398000.232,0,1615398000,232000113,/vehicle_frd,0,0,32.88474918815431,-117.12291671675854,146.54202306980608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615398000.252,0,1615398000,252000093,/vehicle_frd,0,0,32.884749198686414,-117.1229165987695,146.54209814343346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615398000.272,0,1615398000,272000074,/vehicle_frd,0,0,32.88474920951699,-117.12291647987874,146.54217397806573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615398000.292,0,1615398000,292000055,/vehicle_frd,0,0,32.884749221006295,-117.12291635637428,146.54225271654877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615398000.312,0,1615398000,312000036,/vehicle_frd,0,0,32.884749232818834,-117.12291623197248,146.5423319861021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615398000.332,0,1615398000,332000017,/vehicle_frd,0,0,32.88474924496368,-117.1229161066752,146.54241171769678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615398000.352,0,1615398000,351999998,/vehicle_frd,0,0,32.884749257343735,-117.12291598141026,146.5424913797326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615398000.372,0,1615398000,371999979,/vehicle_frd,0,0,32.88474926995971,-117.12291585617837,146.54257078299133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615398000.392,0,1615398000,391999960,/vehicle_frd,0,0,32.88474928270872,-117.12291573190643,146.54264929369822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615398000.412,0,1615398000,411999941,/vehicle_frd,0,0,32.884749295895276,-117.12291560581573,146.54272974714075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615398000.432,0,1615398000,431999922,/vehicle_frd,0,0,32.88474930960266,-117.12291547697765,146.5428116050075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615398000.452,0,1615398000,451999903,/vehicle_frd,0,0,32.88474932385128,-117.12291534352744,146.54289605786647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615398000.472,0,1615398000,471999884,/vehicle_frd,0,0,32.88474933830895,-117.12291521291995,146.542978846606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615398000.492,0,1615398000,492000103,/vehicle_frd,0,0,32.88474935277603,-117.12291508419861,146.54306044348084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615398000.512,0,1615398000,512000084,/vehicle_frd,0,0,32.884749367353784,-117.12291495643746,146.54314158877048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
