Time,data
1615419870.2954397,0.023554141072705197
1615419870.2954683,0.023554141072705197
1615419870.2954774,0.02481123164277356
1615419870.2954857,0.02663248761184168
1615419870.2954938,0.02663248761184168
1615419870.295502,0.02663248761184168
1615419870.2955098,0.029002202336780764
1615419870.295518,0.029002202336780764
1615419870.2955265,0.03156643443400159
1615419870.2955344,0.034134993394896944
1615419870.2955422,0.034134993394896944
1615419870.2955503,0.034134993394896944
1615419870.29556,0.036714156829317196
1615419870.295569,0.036714156829317196
1615419870.295577,0.03955297123015986
1615419870.2955852,0.03955297123015986
1615419870.295593,0.04228415765397763
1615419870.2956011,0.04228415765397763
1615419870.295609,0.04453182296438301
1615419870.2956169,0.04453182296438301
1615419870.295625,0.04604715286799299
1615419870.2956328,0.04711853692646345
1615419870.295641,0.04711853692646345
1615419870.295649,0.04711853692646345
1615419870.2956583,0.04838811812067575
1615419870.2956676,0.04838811812067575
1615419870.2956758,0.05034976026915328
1615419870.2956836,0.05034976026915328
1615419870.295692,0.05336399240178977
1615419870.2957,0.05336399240178977
1615419870.2957082,0.05336399240178977
1615419870.2957163,0.05723593267231259
1615419870.2957242,0.061066109417031646
1615419870.295732,0.06413670064280602
1615419870.29574,0.06413670064280602
1615419870.295748,0.06691010606078243
1615419870.2957573,0.06691010606078243
1615419870.2957664,0.06980143816316424
1615419870.2957745,0.06980143816316424
1615419870.2957823,0.07352523031108839
1615419870.2957902,0.07352523031108839
1615419870.2957983,0.07739048802567136
1615419870.2958062,0.07739048802567136
1615419870.2958143,0.08040512275561712
1615419870.2958221,0.08040512275561712
1615419870.2958302,0.08222869611029937
1615419870.2958384,0.08222869611029937
1615419870.2958462,0.08396867223378449
1615419870.295856,0.08396867223378449
1615419870.295865,0.08670156140980172
1615419870.2958736,0.08670156140980172
1615419870.2958815,0.09152401848309569
1615419870.2958896,0.09152401848309569
1615419870.2958975,0.09762248095902278
1615419870.2959056,0.10358913233731072
1615419870.295914,0.10358913233731072
1615419870.2959218,0.10358913233731072
1615419870.2959297,0.10828304441211481
1615419870.2959378,0.11140506333306348
1615419870.295946,0.11140506333306348
1615419870.295954,0.11337568715840649
1615419870.2959635,0.11337568715840649
1615419870.2959733,0.11645268336398454
1615419870.2959816,0.11645268336398454
1615419870.2959895,0.12166466777390454
1615419870.2959976,0.12166466777390454
1615419870.2960055,0.12166466777390454
1615419870.2960136,0.12751349537447879
1615419870.2960236,0.13266038027961444
1615419870.2960339,0.13266038027961444
1615419870.2960448,0.137307890730748
1615419870.296056,0.14150019386519547
1615419870.2960672,0.14150019386519547
1615419870.296081,0.14567622484304357
1615419870.296096,0.14567622484304357
1615419870.296108,0.15064306572042574
1615419870.2961183,0.15064306572042574
1615419870.2961314,0.15064306572042574
1615419870.2961435,0.15619606780414652
1615419870.2961566,0.15619606780414652
1615419870.2961688,0.16219034151667003
1615419870.2961814,0.1684513026583765
1615419870.2961917,0.1684513026583765
1615419870.2962,0.17414149134837226
1615419870.2962084,0.17414149134837226
1615419870.2962177,0.17414149134837226
1615419870.296228,0.17962542089541064
1615419870.296236,0.18573284718219613
1615419870.2962458,0.18573284718219613
1615419870.2962556,0.1926113005782624
1615419870.2962651,0.1926113005782624
1615419870.2962773,0.19902537025177622
1615419870.2962904,0.19902537025177622
1615419870.2963006,0.20533383386097015
1615419870.2963092,0.20533383386097015
