Time,data
1615418783.01117,3
1615418783.0112002,3
1615418783.0112119,3
1615418783.011222,3
1615418783.011232,3
1615418783.0112417,3
1615418783.0112517,3
1615418783.0112615,3
1615418783.0112712,3
1615418783.011281,3
1615418783.0112908,3
1615418783.0113008,3
1615418783.0113106,3
1615418783.0113204,3
1615418783.0113304,3
1615418783.0113401,3
1615418783.0113502,3
1615418783.0113602,3
1615418783.0113702,3
1615418783.0113802,3
1615418783.01139,3
1615418783.011402,3
1615418783.0114136,3
1615418783.0114233,3
1615418783.0114331,3
1615418783.011443,3
1615418783.0114524,3
1615418783.0114625,3
1615418783.0114717,3
1615418783.0114815,3
1615418783.0114913,3
1615418783.011501,3
1615418783.0115106,3
1615418783.0115204,3
1615418783.0115302,3
1615418783.01154,3
1615418783.0115497,3
1615418783.0115595,3
1615418783.0115695,3
1615418783.0115793,3
1615418783.0115902,3
1615418783.0116045,3
1615418783.0116153,3
1615418783.0116253,3
1615418783.0296478,3
1615418783.060244,3
1615418783.0653045,3
1615418783.0806303,3
1615418783.1010253,3
1615418783.1215594,3
1615418783.1521647,3
1615418783.1675222,3
1615418783.1879156,3
1615418783.2083046,3
1615418783.2288153,3
1615418783.249136,3
1615418783.2695155,3
1615418783.2900243,3
1615418783.3103578,3
1615418783.3361237,3
1615418783.3512824,3
1615418783.3718688,3
1615418783.3922753,3
1615418783.4126365,3
1615418783.4331117,3
1615418783.4535422,3
1615418783.4792469,3
1615418783.504844,3
1615418783.5455089,3
1615418783.571331,3
1615418783.586582,3
1615418783.6070027,3
1615418783.6273746,3
1615418783.6479626,3
1615418783.6684391,3
1615418783.688995,3
1615418783.7092497,3
1615418783.7296536,3
1615418783.7499619,3
1615418783.7705004,3
1615418783.7962735,3
1615418783.8182278,3
1615418783.8353899,3
1615418783.8580282,3
1615418783.8791707,3
1615418783.9077237,3
1615418783.9234955,3
1615418783.9439926,3
1615418783.9581065,3
1615418783.978913,3
1615418784.0001614,3
1615418784.0216007,3
1615418784.0683274,3
1615418784.101123,3
1615418784.1101062,3
1615418784.1316226,3
1615418784.1517258,3
1615418784.1745791,3
1615418784.1949427,3
1615418784.2155051,3
1615418784.2358868,3
1615418784.256327,3
1615418784.2767587,3
1615418784.2972028,3
1615418784.3176434,3
1615418784.338013,3
1615418784.3584592,3
1615418784.3840714,3
1615418784.3992877,3
1615418784.4197962,3
1615418784.4455764,3
1615418784.4659448,3
1615418784.4864116,3
1615418784.5116353,3
1615418784.5323558,3
1615418784.5530624,3
1615418784.568023,3
1615418784.5937462,3
1615418784.6140556,3
1615418784.6345897,3
1615418784.655024,3
1615418784.6754322,3
1615418784.6960604,3
1615418784.7163417,3
1615418784.7369065,3
1615418784.7572818,3
1615418784.7776814,3
1615418784.7981641,3
1615418784.8235986,3
1615418784.8389385,3
1615418784.859425,3
1615418784.8798976,3
1615418784.9004347,3
1615418784.920753,3
1615418784.9464262,3
1615418784.9617603,3
1615418784.9873655,3
1615418785.0077903,3
1615418785.0333664,3
1615418785.0538456,3
1615418785.0691595,3
1615418785.0896592,3
1615418785.1101518,3
1615418785.1305056,3
1615418785.1509295,3
1615418785.1660821,3
1615418785.1919544,3
1615418785.212201,3
