Time,x,y,z
1615418783.00974,0.0,-353.0,-185.0
1615418783.0097682,0.10000000149011612,-353.0,-185.0
1615418783.0097797,0.0,-353.0,-185.0
1615418783.00979,0.0,-353.0,-185.0
1615418783.0098016,-0.10000000149011612,-353.0,-277.0
1615418783.009815,0.0,-353.0,-277.0
1615418783.0098298,0.10000000149011612,-353.0,-277.0
1615418783.0098438,-0.10000000149011612,-353.0,-277.0
1615418783.0098577,-0.20000000298023224,-353.0,-277.0
1615418783.009872,0.0,-350.0,-277.0
1615418783.0098865,0.0,-350.0,-277.0
1615418783.0098977,0.20000000298023224,-350.0,-277.0
1615418783.009908,0.10000000149011612,-350.0,-277.0
1615418783.009918,0.10000000149011612,-350.0,-277.0
1615418783.009928,0.20000000298023224,-353.0,-277.0
1615418783.009938,-0.20000000298023224,-353.0,-277.0
1615418783.009948,0.0,-353.0,-277.0
1615418783.0099583,-0.30000001192092896,-353.0,-277.0
1615418783.0099685,-0.20000000298023224,-353.0,-277.0
1615418783.0099785,0.10000000149011612,-353.0,-277.0
1615418783.0099888,0.30000001192092896,-353.0,-277.0
1615418783.0099988,0.30000001192092896,-353.0,-277.0
1615418783.010009,0.10000000149011612,-353.0,-277.0
1615418783.0100207,0.20000000298023224,-353.0,-277.0
1615418783.0100346,-0.10000000149011612,-294.0,-277.0
1615418783.0100446,0.0,-294.0,-277.0
1615418783.0100546,0.10000000149011612,-470.0,-277.0
1615418783.0100646,-0.20000000298023224,-470.0,-277.0
1615418783.0100744,0.0,-412.0,-277.0
1615418783.0100842,0.30000001192092896,-412.0,-277.0
1615418783.0100944,0.20000000298023224,-412.0,-277.0
1615418783.0101042,0.0,-412.0,-277.0
1615418783.010114,-0.20000000298023224,-412.0,-277.0
1615418783.0101237,-0.20000000298023224,-412.0,-277.0
1615418783.0101337,0.0,-412.0,-277.0
1615418783.0101433,-0.20000000298023224,-412.0,-277.0
1615418783.010153,0.30000001192092896,-412.0,-277.0
1615418783.0101628,0.0,-412.0,-277.0
1615418783.0101728,-0.10000000149011612,-412.0,-277.0
1615418783.0101829,0.20000000298023224,-412.0,-277.0
1615418783.0101929,0.20000000298023224,-412.0,-277.0
1615418783.0102026,0.0,-412.0,-277.0
1615418783.0102127,0.0,-412.0,-277.0
1615418783.0102224,-0.20000000298023224,-412.0,-277.0
1615418783.0296137,0.0,-412.0,-185.0
1615418783.060207,-0.30000001192092896,-412.0,-185.0
1615418783.0652707,-0.5,-350.0,-185.0
1615418783.0805857,-0.10000000149011612,-350.0,-185.0
1615418783.1009922,0.0,-353.0,-185.0
1615418783.1215224,0.0,-353.0,-277.0
1615418783.152116,-0.10000000149011612,-353.0,-277.0
1615418783.167482,0.10000000149011612,-353.0,-185.0
1615418783.1878784,0.0,-353.0,-185.0
1615418783.2082524,0.0,-353.0,-185.0
1615418783.2287624,0.0,-353.0,-185.0
1615418783.2491,-0.20000000298023224,-353.0,-277.0
1615418783.269481,0.20000000298023224,-353.0,-277.0
1615418783.2899897,0.0,-353.0,-277.0
