Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,orientation.x,orientation.y,orientation.z,orientation.w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity.x,angular_velocity.y,angular_velocity.z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
1615407366.282,0,1615407366,282000065,,0.001354345681302021,-0.002023751502093791,-0.7491126339336938,0.662438172102542,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000341366088000485,-8.208287590102888e-05,0.0002402877690380907,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407366.302,0,1615407366,302000046,,0.0013568660540120808,-0.0020208431360374765,-0.7491127602960423,0.6624380329277413,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002539816007139664,7.731484863158467e-05,-0.00015738313377151565,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407366.322,0,1615407366,322000027,,0.0013627331212391295,-0.0020208158809336303,-0.749112627178565,0.6624381715022498,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005229204259811532,6.699745085530644e-05,-0.00022828621121842767,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407366.342,0,1615407366,342000008,,0.0013584998313433472,-0.002019707279195415,-0.7491125338924445,0.662438289069975,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00043924128215268576,-2.851981817094163e-05,-0.00017358701113983548,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407366.362,0,1615407366,361999989,,0.0013604773136443352,-0.002025621326052559,-0.7491124189036441,0.6624383969880172,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.809103912894636e-05,-0.00013517061751694578,8.076211171649212e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407366.382,0,1615407366,381999969,,0.0013650671587996845,-0.002025053514199361,-0.7491123072264401,0.6624385155709142,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.935368387785194e-05,4.250708852332373e-05,-8.099498567351604e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407366.402,0,1615407366,401999950,,0.0013629060573944745,-0.0020262846461693985,-0.7491123069203298,0.6624385166021924,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.923682576657009e-05,-4.451825957634808e-05,0.00018662536158066913,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407366.422,0,1615407366,421999931,,0.0013651562746049167,-0.0020277863075765343,-0.7491123704849304,0.6624384354922992,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012309608756440866,-2.2989525119120814e-05,0.0002134595662012618,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407366.442,0,1615407366,441999912,,0.001363265556775457,-0.0020246057939952112,-0.7491124494703516,0.6624383597942759,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.177772350279091e-05,-2.0125299854207668e-05,8.466461153334276e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407366.462,0,1615407366,461999893,,0.0013631737296651474,-0.002028177932220695,-0.7491123628402336,0.6624384470209895,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4432348353422636e-05,-8.562608078664895e-05,0.00021624436930815715,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407366.482,0,1615407366,482000113,,0.0013610111577608474,-0.0020294097871332286,-0.7491121611955828,0.6624386757228383,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1875554929074803e-06,-0.0001512404267451515,0.00023281489309010707,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407366.502,0,1615407366,502000093,,0.0013523680756852945,-0.0020280294502583885,-0.7491120481620043,0.6624388254742197,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00025711276331013915,-0.00030677287948215797,-0.00010632176231069887,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407366.522,0,1615407366,522000074,,0.0013525468020684286,-0.002027190912949845,-0.7491120049816089,0.6624388765060403,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001862216112699193,-0.00020634258652015824,-9.130618923527988e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407366.542,0,1615407366,542000055,,0.001350114713722126,-0.0020328334483335937,-0.7491121680031536,0.6624386798248169,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.844487093027835e-05,-0.00032156976539994835,0.00025843569136351657,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407366.562,0,1615407366,562000036,,0.001345612177280512,-0.002036135200372992,-0.7491120698154189,0.6624387898803732,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2610656704428556e-05,-0.0003846487494194314,0.00034041342413652285,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407366.582,0,1615407366,582000017,,0.001353038183742323,-0.0020387389837254436,-0.7491121642237901,0.6624386599851936,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00025262963893001115,-0.0002574398634786833,0.000324455458445578,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407366.602,0,1615407366,601999998,,0.001353488785114472,-0.0020334900618466556,-0.7491122445379051,0.662438584375683,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00030824037392830454,-5.023060791320755e-05,0.00029259296553019176,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407366.622,0,1615407366,621999979,,0.0013422350530305433,-0.002038591152013922,-0.7491124535140082,0.6624383552764741,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003322312922541281,-0.0004227622756608708,6.918150568225376e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407366.642,0,1615407366,641999960,,0.0013380030522852232,-0.0020374823960043233,-0.7491123078401009,0.662438531983003,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003604790680240844,-0.0003599334646529685,5.7741556897283566e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407366.662,0,1615407366,661999941,,0.001331700944484716,-0.0020340324101469796,-0.7491122677974067,0.6624386005662528,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00046776994959323254,-0.0003085916877860603,0.0004800745546129152,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407366.682,0,1615407366,681999922,,0.0013365616434714027,-0.0020290544776927905,-0.7491120949489575,0.6624388015070403,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003244085673872912,4.2457509719528416e-05,0.000134554233132977,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407366.702,0,1615407366,701999903,,0.001340881055121278,-0.0020328987856307362,-0.7491120197927906,0.6624388659812233,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.671631439478496e-05,3.403256425933014e-05,0.0002929481113895152,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407366.722,0,1615407366,721999884,,0.0013498841470404239,-0.0020326025022061457,-0.7491123802657081,0.662438440968293,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002024965652784846,0.00024462427568842053,3.434289383607924e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407366.742,0,1615407366,742000103,,0.001349794488788142,-0.002036175398056269,-0.7491127183313606,0.6624380478797894,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018276018713404753,6.543936532906237e-05,-0.0001454562633047202,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407366.762,0,1615407366,762000084,,0.0013432231187186332,-0.0020371361753399727,-0.7491128581517146,0.6624379001684805,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1297746545244474e-05,-0.0001984793522835672,-0.0002081959009787121,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407366.782,0,1615407366,782000065,,0.001345472772839168,-0.002038639449341358,-0.7491126734565313,0.6624380998395408,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.11741351004976e-05,-9.014721268321821e-05,-2.3126932474355945e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407366.802,0,1615407366,802000046,,0.0013461941428644442,-0.0020289792001636172,-0.7491125849385931,0.6624382281325212,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00017380085077938197,0.0001946784657942682,5.430376255768293e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407366.822,0,1615407366,822000027,,0.0013481723302140646,-0.0020348928807157967,-0.7491126628947528,0.6624381178140828,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.456730639173253e-05,4.514528468816933e-05,0.00010512632584021733,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407366.842,0,1615407366,842000008,,0.001359430834816714,-0.0020419330467509114,-0.7491127974035732,0.6624379210336854,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.796686296898627e-05,5.9554903246100316e-05,4.735511231819166e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407366.862,0,1615407366,861999989,,0.0013598820417518999,-0.002036683506960436,-0.7491128556138741,0.6624378704415622,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.38308072401123e-05,0.0001601575612099267,2.1916161868057503e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407366.882,0,1615407366,881999969,,0.0013553804497228995,-0.0020399852851988123,-0.7491127878023879,0.662437946191798,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.905247735621718e-05,-0.00012381707517247921,0.00031896855510280464,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407366.902,0,1615407366,901999950,,0.0013511505095283114,-0.002038875634947875,-0.7491127524619177,0.6624379982137011,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00017297091969940462,-0.00015598480196552273,0.00018762198141154905,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407366.922,0,1615407366,921999931,,0.001353672962842413,-0.002035967507416243,-0.7491127850370397,0.6624379651709799,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001309407423374951,1.7637269781183904e-05,-9.331180702539127e-07,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407366.942,0,1615407366,941999912,,0.001356467021759933,-0.0020286487539959547,-0.749112803134996,0.662437961442942,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002497096524094916,0.00024406153139724647,9.14944554287356e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407366.962,0,1615407366,961999893,,0.001361331169230898,-0.002023671442151857,-0.7491127486871915,0.6624380282605029,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00017112218535693906,0.0004377397506640829,0.0002758748030974648,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407366.982,0,1615407366,982000113,,0.001368264734611331,-0.0020210353573229204,-0.7491123872439225,0.6624384307582193,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6067629463510266e-05,0.0005095788048954169,0.00016948369403335135,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407367.002,0,1615407367,2000093,,0.0013749283236448551,-0.0020228091430561173,-0.7491122333370465,0.6624385855911914,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001917121584468671,0.00047685968333372017,0.00012345059399016683,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407367.022,0,1615407367,22000074,,0.0013795230025723886,-0.0020222410448128576,-0.749112413919541,0.6624383735632171,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020959666162701974,0.00046552817414031555,0.0002618825721259325,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407367.042,0,1615407367,42000055,,0.0013799776042575887,-0.0020169912526951344,-0.7491124830203253,0.6624383104797166,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.596266910413061e-06,0.0004367339400370256,2.517218904457113e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407367.062,0,1615407367,62000036,,0.0013736803956182315,-0.002013540279182271,-0.7491125091138477,0.6624383045589002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00022856679759370225,0.0002254918985446289,0.00033358184091424324,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407367.082,0,1615407367,82000017,,0.0013668414763897446,-0.0020189111280924125,-0.7491126497713525,0.6624381432970013,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00017864947833172565,-0.0001506109517466828,0.00022091482872255773,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407367.102,0,1615407367,101999998,,0.0013733198466148568,-0.0020295755442865174,-0.7491126007391624,0.662438152758065,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00013462229824550516,-0.0002747409535947979,-7.927662271627556e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407367.122,0,1615407367,121999979,,0.0013784576857501173,-0.0020201853303672525,-0.749112782697431,0.6624379650238588,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00019447423698048575,0.00022243647376648664,4.1128494529191025e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407367.142,0,1615407367,141999960,,0.0013835955886708478,-0.002010795274394518,-0.7491129727464642,0.6624377679665968,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00025748715864093116,0.0004232575016946669,7.636638924979079e-06,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407367.162,0,1615407367,161999941,,0.0013793688709882398,-0.002009686658941198,-0.7491129373764337,0.6624378201433716,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00028756710844670086,0.00021663535319120048,-9.769252347216915e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407367.182,0,1615407367,181999922,,0.0013816232382420674,-0.0020111899876761896,-0.7491127279080796,0.6624380477585633,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.105205232601572e-05,0.00016095874519033712,-4.803532750327521e-06,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615407367.202,0,1615407367,201999903,,0.0013838781207749634,-0.0020126932742666878,-0.7491126287388571,0.6624381506307512,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.195227776692077e-05,0.0001909271881790836,-0.00010350799245375589,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
