Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,status.status,status.service,latitude,longitude,altitude,position_covariance_0,position_covariance_1,position_covariance_2,position_covariance_3,position_covariance_4,position_covariance_5,position_covariance_6,position_covariance_7,position_covariance_8,position_covariance_type
1615423993.005,0,1615423993,5000114,/vehicle_frd,0,0,32.88298300968657,-117.1177939947913,147.6850898167075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615423993.025,0,1615423993,25000095,/vehicle_frd,0,0,32.882983009100734,-117.117793990152,147.6850917268766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615423993.045,0,1615423993,45000076,/vehicle_frd,0,0,32.88298300886646,-117.11779398829681,147.68509249208557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615423993.065,0,1615423993,65000057,/vehicle_frd,0,0,32.882983007681844,-117.11779398641345,147.68498786348113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615423993.085,0,1615423993,85000038,/vehicle_frd,0,0,32.882983007330616,-117.11779398363203,147.68498901653163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615423993.105,0,1615423993,105000019,/vehicle_frd,0,0,32.882983006744794,-117.11779397899272,147.68499094246306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615423993.125,0,1615423993,125000000,/vehicle_frd,0,0,32.88298300592506,-117.11779397250093,147.68499364570607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615423993.145,0,1615423993,144999981,/vehicle_frd,0,0,32.882983005222286,-117.1177939669354,147.68499597134763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615423993.165,0,1615423993,164999962,/vehicle_frd,0,0,32.88298300428526,-117.11779395951466,147.68499907640847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615423993.185,0,1615423993,184999943,/vehicle_frd,0,0,32.88298300358249,-117.11779395394912,147.68500141765367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615423993.205,0,1615423993,204999924,/vehicle_frd,0,0,32.88298300311399,-117.11779395023875,147.68500298312478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1615423993.225,0,1615423993,224999905,/vehicle_frd,0,0,32.88298300241126,-117.1177939446732,147.68500533992466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
